8666.89,8667.17,8668.44,8669.02,8669.99,8668.19,8666.94,8663.20,8667.55,8667.11,8667.16,8665.00,8666.18,8667.10,8666.50,8666.81,8666.90,8666.65,8667.17,8666.91,8666.99,8667.66,8662.75,8662.00,8661.94,8663.74,8661.50,8660.55,8660.02,8660.58,8661.00,8661.02,8661.76,8658.79,8658.49,8659.41,8659.81,8660.76,8662.74,8668.03,8670.73,8670.69,8670.00,8673.32,8672.42,8673.32,8669.61,8667.36,8668.96,8667.50,8665.28,8666.17,8666.34,8667.10,8668.50,8667.07,8667.00,8667.47,8667.65,8664.06,8663.99,8664.14,8664.97,8664.74,8663.82,8663.83,8662.59,8663.00,8663.36,8660.10,8660.00,8661.01,8661.60,8661.16,8662.03,8660.97,8659.57,8657.43,8656.80,8655.24,8654.10,8653.23,8648.62,8655.40,8660.88,8658.35,8658.80,8657.97,8658.02,8658.77,8657.32,8656.90,8656.26,8652.25,8652.21,8654.37,8654.37
7149.99,7149.99,7149.99,7149.98,7149.85,7149.85,7149.85,7140.03,7141.98,7149.93,7140.01,7140.02,7140.00,7121.04,7135.03,7135.02,7122.22,7129.03,7129.05,7116.86,7116.86,7116.86,7116.86,7116.21,7135.47,7135.47,7141.29,7138.48,7138.48,7135.47,7135.47,7141.19,7141.21,7141.19,7141.19,7141.19,7138.66,7137.96,7116.21,7116.21,7116.21,7101.43,7115.98,7115.90,7090.26,7090.27,7088.01,7070.03,7070.03,7088.01,7088.01,7087.65,7070.06,7070.06,7071.13,7071.13,7071.17,7071.17,7085.00,7085.00,7085.01,7100.00,7101.00,7085.02,7101.00,7101.23,7128.00,7128.01,7091.01,7127.93,7127.93,7127.93,7080.00,7116.96,7116.89,7116.89,7116.89,7080.01,7080.01,7115.97,7095.01,7115.00,7115.00,7080.13,7115.00,7085.00,7100.01,7080.14,7100.01,7100.01,7100.01,7100.00,7080.18,7080.18,7080.23,7095.00,7095.00
4568.59,4577.00,4576.26,4575.08,4577.89,4582.00,4581.92,4583.18,4586.47,4581.76,4584.41,4584.99,4581.22,4577.49,4574.15,4563.57,4568.04,4571.88,4577.75,4579.47,4572.05,4576.73,4579.28,4576.47,4581.18,4588.21,4595.00,4591.17,4590.00,4582.18,4584.60,4590.98,4591.43,4593.65,4593.12,4591.52,4591.52,4584.55,4594.01,4597.00,4591.10,4585.29,4590.43,4588.01,4584.56,4585.29,4583.05,4581.75,4585.93,4584.56,4581.46,4585.45,4581.67,4583.23,4581.63,4582.80,4580.37,4581.76,4579.43,4579.91,4580.20,4577.98,4581.01,4581.80,4583.38,4581.69,4588.64,4587.03,4583.63,4584.03,4584.93,4584.85,4583.13,4576.90,4574.68,4577.63,4572.92,4571.41,4565.99,4563.12,4563.18,4560.84,4543.00,4546.00,4548.00,4547.01,4539.21,4540.74,4524.78,4528.17,4530.00,4543.41,4536.01,4543.50,4544.63,4538.09,4538.50
11825.67,11819.08,11822.95,11820.47,11806.75,11793.46,11799.07,11813.74,11816.46,11815.96,11835.25,11833.33,11819.25,11801.60,11797.73,11781.88,11774.68,11772.16,11767.85,11784.93,11796.88,11783.81,11771.50,11777.25,11797.04,11782.29,11771.38,11781.83,11778.16,11795.58,11813.87,11810.78,11803.99,11805.07,11789.96,11788.76,11796.97,11806.94,11802.07,11805.57,11808.86,11791.92,11793.48,11788.38,11795.24,11775.94,11782.63,11790.22,11790.26,11776.04,11770.32,11767.41,11781.00,11771.13,11789.38,11786.98,11774.84,11770.00,11761.90,11759.61,11756.58,11764.90,11757.96,11740.83,11733.66,11749.62,11736.75,11733.44,11730.00,11730.00,11730.42,11739.99,11737.03,11736.79,11745.97,11735.39,11735.17,11711.04,11710.89,11704.66,11725.01,11729.24,11734.77,11746.51,11755.88,11753.59,11733.14,11742.42,11752.62,11769.85,11774.65,11773.01,11777.99,11789.87,11788.03,11781.00,11787.04
6379.00,6379.00,6378.99,6391.99,6391.99,6390.00,6390.00,6389.99,6388.98,6388.98,6375.13,6388.00,6388.00,6388.00,6388.00,6387.99,6387.98,6387.98,6364.26,6364.29,6387.98,6366.22,6387.99,6388.00,6397.99,6397.99,6404.98,6408.84,6412.99,6414.02,6426.99,6412.04,6411.04,6412.03,6412.06,6423.96,6423.78,6411.09,6411.09,6423.87,6423.89,6426.98,6426.98,6436.99,6436.99,6370.01,6407.46,6409.49,6415.02,6438.00,6421.15,6440.00,6482.34,6473.00,6440.01,6463.98,6440.03,6440.15,6441.04,6440.12,6474.99,6474.99,6460.05,6474.99,6482.84,6461.03,6463.01,6463.00,6463.06,6463.07,6422.07,6421.15,6421.13,6421.15,6421.15,6422.00,6422.01,6422.04,6422.11,6422.12,6440.55,6438.54,6437.61,6422.35,6422.47,6422.33,6401.00,6401.00,6424.99,6424.99,6424.67,6423.87,6420.97,6419.97,6419.98,6425.88,6425.88
7830.67,7809.95,7820.63,7807.00,7792.69,7793.16,7792.96,7803.80,7807.91,7817.59,7806.41,7814.58,7803.97,7805.54,7787.10,7798.50,7817.96,7797.67,7804.22,7798.19,7791.82,7792.96,7785.84,7780.84,7785.21,7794.80,7819.56,7836.93,7833.26,7825.06,7822.03,7833.03,7841.67,7834.65,7828.79,7816.35,7825.07,7822.41,7817.86,7815.05,7811.57,7808.74,7802.82,7818.39,7818.20,7817.71,7816.73,7814.80,7807.02,7807.36,7811.43,7810.87,7812.76,7817.52,7821.92,7828.00,7827.16,7822.57,7821.17,7814.56,7812.03,7805.77,7805.58,7800.01,7795.27,7792.43,7812.24,7819.96,7817.79,7812.01,7806.79,7806.24,7813.44,7805.81,7812.51,7809.05,7806.53,7806.48,7807.68,7805.00,7800.86,7802.04,7811.00,7800.18,7797.85,7800.00,7800.96,7795.69,7796.53,7791.64,7790.08,7780.95,7789.51,7798.50,7792.20,7795.61,7802.78
4410.00,4420.81,4431.62,4431.61,4410.16,4431.58,4431.58,4399.41,4399.41,4399.41,4399.41,4399.41,4427.65,4427.65,4427.65,4427.65,4427.65,4399.42,4399.42,4399.42,4399.45,4402.96,4378.33,4397.16,4399.44,4399.44,4399.44,4399.44,4399.44,4399.43,4399.43,4399.42,4399.42,4399.42,4399.42,4399.42,4399.42,4399.42,4381.82,4399.37,4364.29,4364.30,4386.00,4386.00,4386.00,4365.88,4372.32,4370.42,4370.42,4351.03,4351.03,4370.41,4360.72,4360.72,4360.72,4351.06,4369.23,4352.68,4360.40,4367.00,4366.50,4374.43,4374.43,4374.43,4374.43,4366.77,4366.87,4366.87,4386.37,4386.37,4386.37,4386.37,4366.55,4382.36,4352.54,4352.54,4365.69,4365.69,4397.99,4397.99,4397.99,4381.84,4365.70,4365.70,4365.69,4365.69,4369.25,4369.25,4369.25,4369.25,4397.99,4397.99,4413.99,4413.99,4427.65,4427.65,4427.65
8982.17,8992.46,8996.31,8996.25,9001.00,8994.30,8996.33,8997.94,9010.00,9010.00,9026.28,9022.41,9018.03,9020.96,9020.52,9025.46,9028.00,9028.18,9031.18,9028.47,9025.18,9027.00,9035.17,9033.77,9028.31,9031.31,9030.26,9027.39,9025.35,9019.58,9017.03,9013.55,9015.21,9011.29,9013.30,9015.39,9023.69,9020.65,9022.73,9023.90,9019.36,9015.93,9023.76,9019.17,9017.20,9024.13,9031.19,9039.21,9043.02,9041.76,9053.24,9051.00,9056.65,9062.34,9059.40,9058.00,9058.18,9066.55,9072.91,9086.00,9082.38,9074.09,9073.18,9082.40,9083.67,9083.09,9079.61,9077.58,9076.03,9081.85,9090.47,9089.98,9090.28,9099.80,9107.99,9095.04,9094.71,9094.92,9096.13,9105.47,9095.19,9090.00,9099.36,9091.87,9087.82,9103.83,9092.27,9092.76,9085.39,9085.67,9090.17,9084.64,9076.87,9072.18,9070.80,9065.83,9063.75
11714.56,11712.99,11748.98,11740.84,11720.00,11714.99,11714.79,11692.85,11664.23,11624.65,11639.95,11641.32,11651.81,11652.00,11651.81,11650.01,11657.81,11657.83,11657.82,11657.91,11657.90,11650.00,11630.72,11652.26,11658.00,11657.38,11660.00,11667.76,11673.02,11674.16,11673.00,11675.02,11680.31,11678.86,11678.86,11672.88,11672.91,11672.03,11672.00,11672.03,11674.00,11674.31,11678.30,11679.80,11681.12,11674.00,11681.00,11681.13,11700.01,11720.00,11720.09,11705.02,11710.01,11710.04,11712.10,11735.02,11735.02,11735.03,11735.06,11735.08,11735.37,11735.00,11724.39,11686.59,11677.64,11681.80,11679.70,11677.91,11715.41,11715.00,11695.39,11703.38,11701.65,11699.00,11689.81,11671.06,11685.82,11669.18,11650.01,11675.24,11638.82,11638.86,11640.01,11641.65,11643.30,11683.19,11692.65,11625.04,11666.57,11650.02,11650.08,11650.01,11650.08,11623.56,11650.05,11650.11,11664.70
6492.95,6492.71,6492.90,6492.16,6491.10,6491.04,6490.91,6491.98,6491.53,6493.53,6492.03,6493.26,6492.02,6491.59,6493.25,6492.24,6490.01,6491.50,6487.70,6490.96,6492.00,6492.08,6491.99,6488.47,6490.35,6490.21,6490.09,6488.37,6491.99,6490.15,6490.35,6492.71,6490.35,6491.75,6495.00,6495.00,6495.00,6495.00,6495.00,6494.61,6492.54,6492.60,6492.54,6491.75,6490.00,6485.37,6486.39,6487.64,6488.48,6490.00,6493.29,6489.49,6489.51,6492.00,6492.97,6490.66,6490.99,6490.72,6490.08,6488.24,6489.97,6491.84,6490.08,6490.19,6490.12,6491.40,6489.01,6491.16,6491.81,6491.59,6489.12,6491.12,6491.46,6491.13,6489.28,6490.06,6491.83,6491.84,6490.41,6490.62,6492.04,6492.26,6492.82,6493.24,6494.02,6494.67,6494.99,6493.61,6493.50,6493.08,6494.77,6494.89,6490.19,6491.68,6492.29,6491.76,6490.34
